"astro-ph/0112372","Dave Besson","I. Kravchenko, et. al. (The RICE Collaboration)","Performance and Simulation of the RICE detector","preprint, to be submitted to Astropart. Phys","Astropart.Phys.19:15-36,2003","10.1016/S0927-6505(02)00194-9",,"astro-ph hep-ex",,"  The RICE experiment (Radio Ice Cherenkov Experiment) at the South Pole,
co-deployed with the AMANDA experiment, seeks to detect ultra-high energy (UHE)
electron neutrinos interacting in cold polar ice. Such interactions produce
electromagnetic showers, which emit radio-frequency Cherenkov radiation. We
describe the experimental apparatus and the procedures used to measure the
neutrino flux.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 23:44:20 GMT""}]","2008-11-26"
"astro-ph/0112388","Agnieszka Janiuk","Agnieszka Janiuk, Joanna Kuraszkiewicz, Bozena Czerny","Probing the Central Engine of the Narrow-Line Seyfert 1 Galaxies","4 pages; poster presented at the conference ""New visions of the X-ray
  Universe in the XMM Newton and Chandra Era"", Noordwijk, November 2001",,,,"astro-ph",,"  The central engine of the the Narrow Line Seyfert 1 galaxies is being probed.
We use the ASCA and RXTE data to model the X-ray primary continuum as well as
the reflected component and iron $K\alpha$ line. Since these are strongly
coupled, we obtain independent measurements of the disc ionization level and
the orientation dependent reflection amplitude. Using the available Optical/UV
data we also estimate the black hole masses and the $L/L_{Edd}$ ratios, which
are probably related to Boroson & Green eigenvector~1.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:16:53 GMT""}]","2007-05-23"
"astro-ph/0112390","Ilidio P. Lopes","Ilidio Lopes, Joseph Silk","Solar Neutrinos: Probing the Quasi-Isothermal Solar Core Produced by
  SUSY Dark Matter Particles","Accepted for publication in Phy. Rev. Let., 6 pages, 4 figures","Phys.Rev.Lett. 88 (2002) 151303","10.1103/PhysRevLett.88.151303",,"astro-ph",,"  SNO measurements strongly constrain the central temperature of the Sun within
a precision of much less than 1%. This result can be used to constrain the
parameter space of SUSY dark matter particle candidates. In this first analysis
we find a lower limit for the WIMP mass of 60 GeV, well above the WIMP
evaporation limit of 10 GeV. Furthermore, in the event that WIMPs create a
quasi-isothermal core within the Sun, they will produce a peculiar distribution
of the solar neutrino fluxes measured on Earth. Typically, a WIMP with a mass
of 100 GeV and annihilation cross-section of 1E-34 cm^3/sec, will decrease the
standard solar model neutrino predictions, by up to 4% for the Cl, by 3% for
the heavy water, and by 1% for the Ga detectors.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:23:10 GMT""}]","2009-11-07"
"astro-ph/0112391","Amedeo Balbi","A. Balbi, P. Cabella, G. de Gasperis, P. Natoli, N. Vittorio","CMB Polarization: Scientific Case and Data Analysis Issues","6 pages, 4 figures. To appear in ""Astrophysical Polarized Background""
  Workshop Proceedings, eds. S. Cecchini, S. Cortiglioni, R. Sault and C.
  Sbarra, AIP, in press","AIP Conf.Proc.609:78-83,2002","10.1063/1.1471827",,"astro-ph",,"  We review the science case for studying CMB polarization. We then discuss the
main issues related to the analysis of forth-coming polarized CMB data, such as
those expected from balloon-borne (e.g. BOOMERanG) and satellite (e.g. Planck)
experiments.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:51:41 GMT""}]","2014-10-13"
"astro-ph/0112392","Alice K. Harding","Alice K. Harding & Alexander Muslimov","Pulsar Polar Cap Heating and Surface Thermal X-Ray Emission II. Inverse
  Compton Radiation Pair Fronts","29 pages, 10 figures, accepted for publication in ApJ",,"10.1086/338985",,"astro-ph",,"  We investigate the production of electron-positron pairs by inverse Compton
scattered (ICS) photons above a pulsar polar cap (PC) and surface heating by
returning positrons. This paper is a continuation of our self-consistent
treatment of acceleration, pair dynamics and electric field screening above
pulsar PCs. We calculate the altitude of the inverse Compton pair formation
fronts, the flux of returning positrons and present the heating efficiencies
and X-ray luminosities. We revise pulsar death lines implying cessation of pair
formation, and present them in surface magnetic field-period space. We find
that virtually all known radio pulsars are capable of producing pairs by
resonant and non-resonant ICS photons radiated by particles accelerated above
the PC in a pure star-centered dipole field, so that our ICS pair death line
coincides with empirical radio pulsar death. Our calculations show that ICS
pairs are able to screen the accelerating electric field only for high neutron
star surface temperatures and magnetic fields. We argue that such screening at
ICS pair fronts occurs locally, slowing but not turning off acceleration of
particles until screening can occur at a curvature radiation (CR) pair front at
higher altitude. In the case where no screening occurs above the PC surface, we
anticipate that the pulsar gamma-ray luminosity will be a substantial fraction
of its spin-down luminosity. The X-ray luminosity resulting from PC heating by
ICS pair fronts is significantly lower than the PC heating luminosity from CR
pair fronts, which dominates for most pulsars. PC heating from ICS pair fronts
is highest in millisecond pulsars, which cannot produce CR pairs, and may
account for observed thermal X-ray components in the spectra of these old
pulsars.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 14:57:36 GMT""}]","2009-11-07"
"astro-ph/0112393","Richard Massey","Richard Massey (1), David Bacon (1), Alexandre Refregier (1), Richard
  Ellis (2) ((1) IoA, Cambridge (2) Caltech)","Cosmic Shear with Keck: Systematic Effects","2 pages. To appear in ""A New Era in Cosmology"", (ASP Conference
  Proceedings), eds. T. Shanks and N. Metcalfe",,,,"astro-ph",,"  Cosmic shear probes the distribution of dark matter via gravitational lensing
of distant, background galaxies. We describe our cosmic shear survey consisting
of deep blank fields observed with the Keck II telescope. We have found biases
in the standard weak lensing analysis, which are enhanced by the elongated
geometry of the Keck fields. We show how these biases can be diagnosed and
corrected by masking edges and chip defects.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 15:10:11 GMT""}]","2007-05-23"
"astro-ph/0112394","Amedeo Balbi","Amedeo Balbi","High precision cosmology","10 pages, 4 figures. Lecture given at the International School of
  Space Science on ""Astroparticle and Gamma Ray Physics in Space"", to be
  published by Frascati Physics Series",,,,"astro-ph",,"  I review the current status of cosmology as emerging from recent observations
of cosmic microwave background anisotropies as well as from other sources of
cosmological information.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 15:27:24 GMT""}]","2007-05-23"
"astro-ph/0112395","Gian Luigi Granato","G.L. Granato, G. DeZotti, L. Silva, L. Danese, M. Magliocchetti","QSOs and Spheroidal Galaxies","4 pages, LaTeX, 1 eps figure, using the kluwer.cls and graphicx.sty,
  oral contribution at the ""Euroconference, The Evolution of Galaxies. II -
  Basic Building Blocks"". 16 - 21 October, 2001, Island of La Reunion (France)",,,,"astro-ph",,"  In view of the extensive evidence of tight inter-relationships between
spheroidal galaxies (and galactic bulges) with massive black holes hosted at
their centers, a consistent model must deal jointly with the evolution of the
two components. We describe one such model, which successfully accounts for the
local luminosity function of spheroidal galaxies, for their photometric and
chemical properties, for deep galaxy counts in different wavebands, including
those in the (sub)-mm region which proved to be critical for current
semi-analytic models stemming from the standard hierarchical clustering
picture, for clustering properties of SCUBA galaxies, of EROs, and of LBGs, as
well as for the local mass function of massive black holes and for quasar
evolution. Predictions that can be tested by surveys carried out by SIRTF are
presented.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 15:39:51 GMT""}]","2007-05-23"
"astro-ph/0112396","Phil Marshall","P.J. Marshall, M.P. Hobson, S.F. Gull, S.L. Bridle (University of
  Cambridge)","Maximum-entropy weak lens reconstruction: improved methods and
  application to data","13 pages, 11 figures, now accepted for publication after minor
  revision. A version with full resolution figures is available at
  http://www.mrao.cam.ac.uk/projects/lensent/version2/","Mon.Not.Roy.Astron.Soc. 335 (2002) 1037","10.1046/j.1365-8711.2002.05685.x",,"astro-ph",,"  We develop the maximum-entropy weak shear mass reconstruction method
presented in earlier papers by taking each background galaxy image shape as an
independent estimator of the reduced shear field and incorporating an intrinsic
smoothness into the reconstruction. The characteristic length scale of this
smoothing is determined by Bayesian methods. Within this algorithm the
uncertainties due to both the intrinsic distribution of galaxy shapes and
galaxy shape estimation are carried through to the final mass reconstruction,
and the mass within arbitrarily shaped apertures can be calculated with
corresponding uncertainties. We apply this method to two clusters taken from
n-body simulations using mock observations corresponding to Keck LRIS and
mosaiced HST WFPC2 fields. We demonstrate that the Bayesian choice of smoothing
length is sensible and that masses within apertures (including one on a
filamentary structure) are reliable, provided the field of view is not too
small. We apply the method to data taken on the cluster MS1054-03 using the
Keck LRIS (Clowe et al. 2000) and HST (Hoekstra et al. 2000), finding results
in agreement with this previous work; we also present reconstructions with
optimal smoothing lengths, and mass estimates which do not rely on any
assumptions of circular symmetry. The code used in this work (LensEnt2) is
available from the web.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 15:57:44 GMT""},{""version"":""v2"",""created"":""Tue, 21 May 2002 09:59:57 GMT""}]","2009-11-07"
"astro-ph/0112397","Hye-Sook Park","H. S. Park (Lawrence Livermore National Laboratory), G. G. Williams,
  D. H. Hartmann, D. Q. Lamb, B. C. Lee, D. L. Tucker, S. Klose, B. Stecklum,
  A. Henden, J. Adelman, S. D. Barthelmy, J. W. Briggs, J. Brinkmann, B. Chen,
  T. Cline, I. Csabai, N. Gehrels, M. Harvanek, G. S. Hennessy, K. Hurley,
  Zeljko Ivezic, S. Kent, S. J. Kleinman, J. Krzesinski, K. Lindsay, D. Long,
  R. Nemiroff, E. H. Neilsen, A. Nitta, H. J. Newberg, P. R. Newman, D. Perez,
  W. Periera, D. P. Schneider, S. A. Snedden, C. Stoughton, D. E. Vanden Berk,
  D. York, K. Ziock","LOTIS, Super-LOTIS, SDSS and Tautenburg Observations of GRB 010921","AASTeX v5.x LaTeX 2e, 6 pages with 2 postscript figures, will be
  submitted to ApJ Letters","Astrophys.J. 571 (2002) L131-L135","10.1086/341334",,"astro-ph",,"  We present multi-instrument optical observations of the High Energy Transient
Explorer (HETE-2)/Interplanetary Network (IPN) error box of GRB 010921. This
event was the first gamma ray burst (GRB) localized by HETE-2 which has
resulted in the detection of an optical afterglow. In this paper we report the
earliest known observations of the GRB010921 field, taken with the 0.11-m
Livermore Optical Transient Imaging System (LOTIS) telescope, and the earliest
known detection of the GRB010921 optical afterglow, using the 0.5-m Sloan
Digital Sky Survey Photometric Telescope (SDSS PT). Observations with the LOTIS
telescope began during a routine sky patrol 52 minutes after the burst.
Observations were made with the SDSS PT, the 0.6-m Super-LOTIS telescope, and
the 1.34-m Tautenburg Schmidt telescope at 21.3, 21.8, and 37.5 hours after the
GRB, respectively. In addition, the host galaxy was observed with the USNOFS
1.0-m telescope 56 days after the burst. We find that at later times (t > 1 day
after the burst), the optical afterglow exhibited a power-law decline with a
slope of $\alpha = 1.75 \pm 0.28$. However, our earliest observations show that
this power-law decline can not have extended to early times (t < 0.035 day).
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 15:58:48 GMT""}]","2009-11-07"
"cond-mat/0112281","Dibyendu Das","Dibyendu Das (1), Jane' Kondev (1) and Bulbul Chakraborty (1) ((1)
  Martin Fisher School of Physics, Brandeis University, Waltham, Massachusetts,
  USA)","Topological jamming of extended structures and the glass transition","4 pages, 3 postscript figures",,,,"cond-mat.stat-mech",,"  We propose a new scenario for glassy dynamics in frustrated systems with no
quenched-in randomness, based on jamming of extended dynamical structures near
a critical point. This route to a glassy state is demonstrated in a lattice
model of fluctuating lines. Numerical simulations of the model show
non-exponential relaxations and diverging energy barriers in the vicinity of a
thermodynamic phase transition. A master equation for the coarse grained
dynamics is constructed. It shows how topological jamming leads to the observed
glassy dynamics.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 20:53:43 GMT""}]","2007-05-23"
"cond-mat/0112282","Girsh Blumberg","A. Koitzsch, G. Blumberg, A. Gozar, B. Dennis, A.P. Ramirez, S.
  Trebst, and Shuichi Wakimoto","Antiferromagnetism in CaCu$_{3}$Ti$_{4}$O$_{12}$ studied by magnetic
  Raman spectroscopy","To be published in Phys. Rev. B, 01 February 2002","Phys. Rev. B 65, 052406 (2002).","10.1103/PhysRevB.65.052406",,"cond-mat.str-el",,"  For CaCu$_{3}$Ti$_{4}$O$_{12}$ -- an insulator that exhibits a giant
dielectric response above 100 K -- Cu$^{2+}$ antiferromagnetic spin ordering
has been investigated by magnetic Raman scattering and magnetization
measurements. Below the N\'eel temperature, T$_{N} = 25$ K, magnetic
excitations have been identified. Above T$_{N}$ Raman spectra reveal
short-range antiferromagnetic fluctuations that increase with cooling like
T$^{-1}$. No deviations from Curie-Weiss law have been observed above T$_{N}$.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 23:35:45 GMT""}]","2007-05-23"
"cond-mat/0112291","Jean-Baptiste Fournier","J.-B. Fournier and P. Galatola","Exact calculations of the paranematic interaction energy for colloidal
  dispersions in the isotropic phase of a nematogenic material","3 pages, 1 figure. To appear in Phys. Rev. E (BR)",,"10.1103/PhysRevE.65.032702",,"cond-mat.soft",,"  In a recent paper [Phys. Rev. E 61, 2831 (2000)], Borstnik, Stark and Zumer
have studied the stability of a colloidal dispersion of micron-sized spherical
particles in the isotropic phase of a nematogenic material. Close to the
nematic transition, the attraction due to a surface-induced paranematic order
can yield flocculation. Their calculation of the nematic-mediated interaction
was based on an ansatz for the order-parameter profile. We compare it with an
exact numerical calculation, showing that their results are qualitatively
correct. Besides, we point out that in the considered regime, the exact
interaction is extremely well approximated by a simple analytical formula which
is asymptotically exact.
","[{""version"":""v1"",""created"":""Mon, 17 Dec 2001 12:27:57 GMT""},{""version"":""v2"",""created"":""Wed, 2 Jan 2002 09:23:58 GMT""}]","2009-11-07"
"cond-mat/0112297","Gabor J. Szabo","G. J. Szabo, M. J. Alava, J. Kertesz","Self-organized criticality in the Kardar-Parisi-Zhang-equation","5 pages, 3 figures; accepted for publication in Europhysics Letters","Europhys. Lett. 57, 665 (2002)","10.1209/epl/i2002-00514-3",,"cond-mat.dis-nn cond-mat.stat-mech",,"  Kardar-Parisi-Zhang interface depinning with quenched noise is studied in an
ensemble that leads to self-organized criticality in the quenched
Edwards-Wilkinson (QEW) universality class and related sandpile models. An
interface is pinned at the boundaries, and a slowly increasing external drive
is added to compensate for the pinning. The ensuing interface behavior
describes the integrated toppling activity history of a QKPZ cellular
automaton. The avalanche picture consists of several phases depending on the
relative importance of the terms in the interface equation. The SOC state is
more complicated than in the QEW case and it is not related to the properties
of the bulk depinning transition.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 20:05:07 GMT""}]","2009-11-07"
"cond-mat/0112298","Patrik Recher","Patrik Recher and Daniel Loss","Superconductor coupled to two Luttinger liquids as an entangler for
  electron spins","15 pages, 2 figures","Phys. Rev. B 65, 165327 (2002)","10.1103/PhysRevB.65.165327",,"cond-mat.mes-hall cond-mat.str-el",,"  We consider an s-wave superconductor (SC) which is tunnel-coupled to two
spatially separated Luttinger liquid (LL) leads. We demonstrate that such a
setup acts as an entangler, i.e. it creates spin-singlets of two electrons
which are spatially separated, thereby providing a source of electronic
Einstein-Podolsky-Rosen pairs. We show that in the presence of a bias voltage,
which is smaller than the energy gap in the SC, a stationary current of
spin-entangled electrons can flow from the SC to the LL leads due to Andreev
tunneling events. We discuss two competing transport channels for Cooper pairs
to tunnel from the SC into the LL leads. On the one hand, the coherent
tunneling of two electrons into the same LL lead is shown to be suppressed by
strong LL correlations compared to single-electron tunneling into a LL. On the
other hand, the tunneling of two spin-entangled electrons into different leads
is suppressed by the initial spatial separation of the two electrons coming
from the same Cooper pair. We show that the latter suppression depends
crucially on the effective dimensionality of the SC. We identify a regime of
experimental interest in which the separation of two spin-entangled electrons
is favored. We determine the decay of the singlet state of two electrons
injected into different leads caused by the LL correlations. Although the
electron is not a proper quasiparticle of the LL, the spin information can
still be transported via the spin density fluctuations produced by the injected
spin-entangled electrons.
","[{""version"":""v1"",""created"":""Sun, 16 Dec 2001 23:03:53 GMT""}]","2009-11-07"
